Date,best_bid_amount,best_ask_amount,estimated_delivery_price,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,strike,expiration_date,dte,spot,option_type,mid_price,mark_price_usd,mid_price_usd,time
24/2/2024,2.4,0.4,51110.8,48.13,58.45,SYN.BTC-26FEB24,51153.3838,54.17,0.0001,0.0004,0,5.4,0.015,0.0001,0.0001,0.00018333,BTC-26FEB24-55500-C,0.0002,51110.8,open,1.71E+12,0.04494,-12.42722,1.58368,2.00E-05,0.01771,78.21,5.2,-66.6667,0.0001,0.0003,55500,26/2/2024 16:00,1,51094.53,call,0.00025,10.218906,12.7736325,55:53.5
24/2/2024,0,19,51110.8,0,63.77,SYN.BTC-26FEB24,51153.3838,54.35,0,0.0004,0,11.8,0.015,0.0001,0.0001,9.45E-05,BTC-26FEB24-56000-C,0.0001,51110.8,open,1.71E+12,0.02522,-6.5515,0.96105,1.00E-05,0.00993,131.75,13.7,-66.6667,0.0001,0.0003,56000,26/2/2024 16:00,1,51094.53,call,0.0002,5.109453,10.218906,55:53.5
24/2/2024,0,1,51110.8,0,66.07,SYN.BTC-26FEB24,51153.3838,57.98,0,0.0003,0,1.1,0.015,0.0001,0.0001,0.00014522,BTC-26FEB24-56500-C,0.0001,51110.8,open,1.71E+12,0.02099,-5.70497,0.81863,1.00E-05,0.00827,5.57,1.1,0,0.0001,0.0001,56500,26/2/2024 16:00,1,51094.53,call,0.00015,5.109453,7.6641795,55:53.5
24/2/2024,0,1,51110.8,0,67.17,SYN.BTC-26FEB24,51153.3838,59.31,0,0.0002,0,0.4,0.015,0.0001,0.0002,9.52E-05,BTC-26FEB24-57000-C,0.0001,51110.8,open,1.71E+12,0.01361,-3.62377,0.55797,1.00E-05,0.00536,2.04,0.2,0,0.0002,0.0002,57000,26/2/2024 16:00,1,51094.53,call,0.0001,5.109453,5.109453,55:53.5
24/2/2024,0,2.6,51110.8,0,70.29,SYN.BTC-26FEB24,51153.3838,66.44,0,0.0001,0,0.6,0.015,0.0001,0.0001,8.22E-05,BTC-26FEB24-58000-C,0.0001,51110.8,open,1.71E+12,0.01045,-3.04226,0.44133,1.00E-05,0.00412,2.54,0.5,0,0.0001,0.0001,58000,26/2/2024 16:00,1,51094.53,call,5.00E-05,5.109453,2.5547265,55:53.5
24/2/2024,0,1,51110.8,0,78.65,SYN.BTC-26FEB24,51153.3838,68.89,0,0.0001,0,0,0.015,0.0001,,3.87E-05,BTC-26FEB24-59000-C,0,51110.8,open,1.71E+12,0.00479,-1.35255,0.21821,0,0.00189,0,0,,,,59000,26/2/2024 16:00,1,51094.53,call,5.00E-05,0,2.5547265,55:53.5
24/2/2024,0,51,51110.8,0,93.96,SYN.BTC-26FEB24,51153.3838,68.89,0,0.0002,0,0,0.015,0.0001,,1.22E-05,BTC-26FEB24-60000-C,0,51110.8,open,1.71E+12,0.00152,-0.39338,0.07594,0,0.0006,0,0,,,,60000,26/2/2024 16:00,1,51094.53,call,0.0001,0,5.109453,55:53.5
24/2/2024,0,51,51110.8,0,102.36,SYN.BTC-26FEB24,51153.3838,68.89,0,0.0002,0,0,0.015,0.0001,,3.59E-06,BTC-26FEB24-61000-C,0,51110.8,open,1.71E+12,0.00044,-0.10535,0.02396,0,0.00017,0,0,,,,61000,26/2/2024 16:00,1,51094.53,call,0.0001,0,5.109453,55:53.5
24/2/2024,0,51,51110.8,0,110.55,SYN.BTC-26FEB24,51153.3838,68.89,0,0.0002,0,0,0.015,0.0001,,9.80E-07,BTC-26FEB24-62000-C,0,51110.8,open,1.71E+12,0.00012,-0.02606,0.00689,0,5.00E-05,0,0,,,,62000,26/2/2024 16:00,1,51094.53,call,0.0001,0,5.109453,55:53.5
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,66.16,0,0,0,0,0.148,0.093,,0.11932191,BTC-26FEB24-45000-C,0.1201,51095.33,open,1.71E+12,2.25335,-5.95488,0.33013,0,0.99702,0,0,,,,45000,26/2/2024 16:00,1,51094.53,put,0,6136.453053,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,60.5,0,0,0,0,0.129,0.073,,0.09981719,BTC-26FEB24-46000-C,0.1006,51095.33,open,1.71E+12,2.29475,-10.73464,0.65088,1.00E-05,0.99362,0,0,,,,46000,26/2/2024 16:00,1,51094.53,put,0,5140.109718,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,55.34,0,0,0,0,0.1195,0.063,,0.08999395,BTC-26FEB24-46500-C,0.0908,51095.33,open,1.71E+12,2.31755,-11.03193,0.73128,1.00E-05,0.99272,0,0,,,,46500,26/2/2024 16:00,1,51094.53,put,0,4639.383324,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,55.32,0,0,0,0,0.1105,0.0525,,0.08029729,BTC-26FEB24-47000-C,0.0811,51095.33,open,1.71E+12,2.32262,-20.66677,1.37026,2.00E-05,0.98503,0,0,,,,47000,26/2/2024 16:00,1,51094.53,put,0,4143.766383,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,49.48,0,0,0,0,0.101,0.0425,,0.0706164,BTC-26FEB24-47500-C,0.0713,51095.33,open,1.71E+12,2.34264,-20.56399,1.52447,2.00E-05,0.98305,0,0,,,,47500,26/2/2024 16:00,1,51094.53,put,0,3643.039989,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,49.2,0,0,0,0,0.092,0.0325,,0.06101294,BTC-26FEB24-48000-C,0.0618,51095.33,open,1.71E+12,2.32479,-36.17961,2.69707,4.00E-05,0.96657,0,0,,,,48000,26/2/2024 16:00,1,51094.53,put,0,3157.641954,0,59:26.8
24/2/2024,0,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,43.75,0,0,0,0,0.0825,0.0225,,0.05145412,BTC-26FEB24-48500-C,0.0521,51095.33,open,1.71E+12,2.32653,-39.09439,3.27784,6.00E-05,0.95755,0,0,,,,48500,26/2/2024 16:00,1,51094.53,put,0,2662.025013,0,59:26.8
24/2/2024,0.2,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,38.73,0.0235,0,0,0.5,0.0725,0.0135,0.0445,0.04200368,BTC-26FEB24-49000-C,0.0425,51095.33,open,1.71E+12,2.31044,-44.59627,4.22384,8.00E-05,0.94166,1137.31,0.5,0,0.0445,0.0445,49000,26/2/2024 16:00,1,51094.53,put,0.01175,2171.517525,600.3607275,59:26.8
24/2/2024,0.2,0,51095.33,0,0,SYN.BTC-26FEB24,51137.2854,35.16,0.014,0,0,0,0.063,0.0055,,0.03288067,BTC-26FEB24-49500-C,0.0331,51095.33,open,1.71E+12,2.24353,-58.15895,6.06701,0.00013,0.90625,0,0,,,,49500,26/2/2024 16:00,1,51094.53,put,0.007,1691.228943,357.66171,59:26.8
24/2/2024,61.9,0.2,51095.33,0,46.33,SYN.BTC-26FEB24,51137.2854,32.49,0.022,0.027,0,14.6,0.054,0.0012,0.023,0.02425936,BTC-26FEB24-50000-C,0.0242,51095.33,open,1.71E+12,2.09205,-78.64003,8.87698,0.00021,0.83841,32473.64,26.1,-13.2075,0.02,0.0295,50000,26/2/2024 16:00,1,51094.53,put,0.0245,1236.487626,1251.815985,59:26.8
24/2/2024,61.9,0.2,51095.33,17.69,41.74,SYN.BTC-26FEB24,51137.2854,30.2,0.0135,0.019,0,7,0.0455,0.0001,0.016,0.01659565,BTC-26FEB24-50500-C,0.0161,51095.33,open,1.71E+12,1.82034,-99.66427,12.10448,0.00031,0.72457,7083.85,7.6,-25.5814,0.0145,0.0215,50500,26/2/2024 16:00,1,51094.53,put,0.01625,822.621933,830.2861125,59:26.8
24/2/2024,8.9,15.9,51095.33,28.64,33.99,SYN.BTC-26FEB24,51137.2854,30.4,0.0095,0.011,0,73.8,0.038,0.0001,0.009,0.01018615,BTC-26FEB24-51000-C,0.01,51095.33,open,1.71E+12,1.39756,-118.77059,14.32903,0.00036,0.5539,47613.67,80.8,-32.8358,0.0085,0.015,51000,26/2/2024 16:00,1,51094.53,put,0.01025,510.9453,523.7189325,59:26.8
24/2/2024,27.8,2.5,51095.33,27.63,30.25,SYN.BTC-26FEB24,51137.2854,29.54,0.0048,0.0055,0,22.1,0.031,0.0001,0.0049,0.00567345,BTC-26FEB24-51500-C,0.0053,51095.33,open,1.71E+12,0.94169,-110.38274,13.70787,0.00035,0.37179,10077.18,22.5,-45.5556,0.0045,0.01,51500,26/2/2024 16:00,1,51094.53,put,0.00515,270.801009,263.1368295,59:26.8
24/2/2024,13,0.5,51095.33,28.34,30.75,SYN.BTC-26FEB24,51137.9325,29.64,0.0023,0.0028,0,156.4,0.025,0.0001,0.0027,0.00291981,BTC-26FEB24-52000-C,0.0026,51095.33,open,1.71E+12,0.54885,-85.84964,10.62493,0.00027,0.21616,32393.03,172.2,-61.4286,0.0021,0.007,52000,26/2/2024 16:00,1,51094.53,put,0.00255,132.845778,130.2910515,59:26.8
24/2/2024,16.3,11.7,51095.33,29.07,32.67,SYN.BTC-26FEB24,51137.2854,30.7,0.001,0.0015,0,57.7,0.02,0.0001,0.0013,0.00149695,BTC-26FEB24-52500-C,0.0012,51095.33,open,1.71E+12,0.2938,-59.09618,7.06013,0.00018,0.11556,12122.91,64.1,-66.6667,0.0012,0.005,52500,26/2/2024 16:00,1,51094.53,put,0.00125,61.313436,63.8681625,59:26.8
24/2/2024,6.1,13.8,51095.33,31.18,35.55,SYN.BTC-26FEB24,51137.2854,33.16,0.0005,0.0009,0,162.5,0.017,0.0001,0.0008,0.0008304,BTC-26FEB24-53000-C,0.0007,51095.33,open,1.71E+12,0.16648,-34.07555,4.62109,0.00011,0.06546,14559.89,133.2,-66.6667,0.0008,0.0031,53000,26/2/2024 16:00,1,51094.53,put,0.0007,35.766171,35.766171,59:26.8
24/2/2024,6,8.1,51095.33,35.97,38.91,SYN.BTC-26FEB24,51137.2854,37.25,0.0004,0.0006,0,22.2,0.0155,0.0001,0.0006,0.00059935,BTC-26FEB24-53500-C,0.0005,51095.33,open,1.71E+12,0.11385,-24.59468,3.42303,7.00E-05,0.04479,153.63,5,-62.5,0.0005,0.0016,53500,26/2/2024 16:00,1,51094.53,put,0.0005,25.547265,25.547265,59:26.8
24/2/2024,7,12.7,51095.33,39.89,43.63,SYN.BTC-26FEB24,51137.2854,41.54,0.0003,0.0005,0,19.5,0.015,0.0001,0.0004,0.00047326,BTC-26FEB24-54000-C,0.0004,51095.33,open,1.71E+12,0.08441,-19.45495,2.68414,5.00E-05,0.03323,52.56,2.5,-60,0.0003,0.001,54000,26/2/2024 16:00,1,51094.53,put,0.0004,20.437812,20.437812,59:26.8
24/2/2024,12.1,6.9,51095.33,42.71,45.44,SYN.BTC-26FEB24,51137.2854,43.89,0.0002,0.0003,0,60,0.015,0.0001,0.0002,0.00035805,BTC-26FEB24-54500-C,0.0002,51095.33,open,1.71E+12,0.0536,-12.28028,1.83663,3.00E-05,0.0211,1188,60,-66.6667,0.0002,0.0007,54500,26/2/2024 16:00,1,51094.53,put,0.00025,10.218906,12.7736325,59:26.8
24/2/2024,39.6,19.3,51095.33,43.63,55.28,SYN.BTC-26FEB24,51137.2854,48.55,0.0001,0.0005,0,5.8,0.015,0.0001,0.0002,0.00027986,BTC-26FEB24-55000-C,0.0002,51095.33,open,1.71E+12,0.04549,-11.29675,1.59881,3.00E-05,0.01792,169.12,6,-66.6667,0.0002,0.0006,55000,26/2/2024 16:00,1,51094.53,put,0.0003,10.218906,15.328359,59:26.8
24/2/2024,2.4,0.4,51095.33,48.32,58.66,SYN.BTC-26FEB24,51137.7862,54.19,0.0001,0.0004,0,5.4,0.015,0.0001,0.0001,0.00018333,BTC-26FEB24-55500-C,0.0002,51095.33,open,1.71E+12,0.04399,-12.14771,1.55555,2.00E-05,0.01736,78.21,5.2,-66.6667,0.0001,0.0003,55500,26/2/2024 16:00,1,51094.53,put,0.00025,10.218906,12.7736325,59:26.8
24/2/2024,0,19,51095.33,0,63.98,SYN.BTC-26FEB24,51137.7862,54.35,0,0.0004,0,11.8,0.015,0.0001,0.0001,9.45E-05,BTC-26FEB24-56000-C,0.0001,51095.33,open,1.71E+12,0.02458,-6.37102,0.93987,1.00E-05,0.00969,131.75,13.7,-66.6667,0.0001,0.0003,56000,26/2/2024 16:00,1,51094.53,put,0.0002,5.109453,10.218906,59:26.8
24/2/2024,0,1,51095.33,0,66.28,SYN.BTC-26FEB24,51137.7862,57.98,0,0.0003,0,1.1,0.015,0.0001,0.0001,0.00014522,BTC-26FEB24-56500-C,0.0001,51095.33,open,1.71E+12,0.02046,-5.5509,0.80081,1.00E-05,0.00807,5.57,1.1,0,0.0001,0.0001,56500,26/2/2024 16:00,1,51094.53,put,0.00015,5.109453,7.6641795,59:26.8
24/2/2024,0,1,51095.33,0,67.37,SYN.BTC-26FEB24,51137.7862,59.31,0,0.0002,0,0.4,0.015,0.0001,0.0002,9.52E-05,BTC-26FEB24-57000-C,0.0001,51095.33,open,1.71E+12,0.01325,-3.52266,0.54518,1.00E-05,0.00523,2.04,0.2,0,0.0002,0.0002,57000,26/2/2024 16:00,1,51094.53,put,0.0001,5.109453,5.109453,59:26.8
24/2/2024,0,2.6,51095.33,0,70.48,SYN.BTC-26FEB24,51137.7862,66.44,0,0.0001,0,0.6,0.015,0.0001,0.0001,8.22E-05,BTC-26FEB24-58000-C,0.0001,51095.33,open,1.71E+12,0.01019,-2.96229,0.4317,0,0.00402,2.54,0.5,0,0.0001,0.0001,58000,26/2/2024 16:00,1,51094.53,put,5.00E-05,5.109453,2.5547265,59:26.8
24/2/2024,0,1,51095.33,0,78.84,SYN.BTC-26FEB24,51137.7862,68.89,0,0.0001,0,0,0.015,0.0001,,3.87E-05,BTC-26FEB24-59000-C,0,51095.33,open,1.71E+12,0.00466,-1.31505,0.21307,0,0.00184,0,0,,,,59000,26/2/2024 16:00,1,51094.53,put,5.00E-05,0,2.5547265,59:26.8
24/2/2024,0,51,51095.33,0,94.17,SYN.BTC-26FEB24,51137.7862,68.89,0,0.0002,0,0,0.015,0.0001,,1.22E-05,BTC-26FEB24-60000-C,0,51095.33,open,1.71E+12,0.00147,-0.38128,0.0739,0,0.00058,0,0,,,,60000,26/2/2024 16:00,1,51094.53,put,0.0001,0,5.109453,59:26.8
24/2/2024,0,51,51095.33,0,102.58,SYN.BTC-26FEB24,51137.7862,68.89,0,0.0002,0,0,0.015,0.0001,,3.59E-06,BTC-26FEB24-61000-C,0,51095.33,open,1.71E+12,0.00042,-0.10178,0.02324,0,0.00017,0,0,,,,61000,26/2/2024 16:00,1,51094.53,put,0.0001,0,5.109453,59:26.8
24/2/2024,0,51,51095.33,0,110.76,SYN.BTC-26FEB24,51137.7862,68.89,0,0.0002,0,0,0.015,0.0001,,9.80E-07,BTC-26FEB24-62000-C,0,51095.33,open,1.71E+12,0.00011,-0.02509,0.00666,0,4.00E-05,0,0,,,,62000,26/2/2024 16:00,1,51094.53,put,0.0001,0,5.109453,59:26.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,59.81,0,0,0,0,0.149,0.0935,,,BTC-27FEB24-45000-C,0.1208,51111.46,open,1.71E+12,3.46976,-9.07741,0.8611,1.00E-05,0.99316,0,0,,,,45000,27/2/2024 16:00,2,51094.53,call,0,6172.219224,0,55:13.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,53.31,0,0,0,0,0.13,0.0735,,,BTC-27FEB24-46000-C,0.1013,51111.46,open,1.71E+12,3.53092,-12.22066,1.3005,1.00E-05,0.98906,0,0,,,,46000,27/2/2024 16:00,2,51094.53,call,0,5175.875889,0,55:13.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,50.19,0,0,0,0,0.112,0.0535,,,BTC-27FEB24-47000-C,0.0821,51111.46,open,1.71E+12,3.54843,-23.96611,2.70907,3.00E-05,0.97418,0,0,,,,47000,27/2/2024 16:00,2,51094.53,call,0,4194.860913,0,55:13.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,47.64,0,0,0,0,0.103,0.0435,,,BTC-27FEB24-47500-C,0.0725,51111.46,open,1.71E+12,3.54512,-30.1258,3.58757,4.00E-05,0.96375,0,0,,,,47500,27/2/2024 16:00,2,51094.53,call,0,3704.353425,0,55:13.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,44.67,0,0,0,0,0.0935,0.0335,,,BTC-27FEB24-48000-C,0.0629,51111.46,open,1.71E+12,3.52924,-36.51668,4.63781,5.00E-05,0.95021,0,0,,,,48000,27/2/2024 16:00,2,51094.53,call,0,3213.845937,0,55:13.8
24/2/2024,0,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,42.56,0,0,0,0,0.0845,0.024,,,BTC-27FEB24-48500-C,0.0536,51111.46,open,1.71E+12,3.47232,-47.15127,6.28582,7.00E-05,0.92655,0,0,,,,48500,27/2/2024 16:00,2,51094.53,call,0,2738.666808,0,55:13.8
24/2/2024,0.2,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,40.51,0.0235,0,0,0,0.076,0.0155,,,BTC-27FEB24-49000-C,0.0444,51111.46,open,1.71E+12,3.36946,-59.95587,8.39708,0.0001,0.89156,0,0,,,,49000,27/2/2024 16:00,2,51094.53,call,0.01175,2268.597132,600.3607275,55:13.8
24/2/2024,0.2,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,38.87,0.014,0,0,0,0.0675,0.0085,,,BTC-27FEB24-49500-C,0.0357,51111.46,open,1.71E+12,3.19387,-75.606,11.03521,0.00014,0.83871,0,0,,,,49500,27/2/2024 16:00,2,51094.53,call,0.007,1824.074721,357.66171,55:13.8
24/2/2024,0.2,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,37.64,0.004,0,0,0,0.059,0.0036,,,BTC-27FEB24-50000-C,0.0277,51111.46,open,1.71E+12,2.92665,-92.31472,13.91408,0.00018,0.76347,0,0,,,,50000,27/2/2024 16:00,2,51094.53,call,0.002,1415.318481,102.18906,55:13.8
24/2/2024,0.2,0,51111.46,0,0,SYN.BTC-27FEB24,51176.6576,36.39,0.0005,0,0,0,0.0515,0.0012,,,BTC-27FEB24-50500-C,0.0204,51111.46,open,1.71E+12,2.57074,-105.21978,16.40336,0.00022,0.66673,0,0,,,,50500,27/2/2024 16:00,2,51094.53,call,0.00025,1042.328412,12.7736325,55:13.8
24/2/2024,8.9,6,51111.46,36.17,39.04,SYN.BTC-27FEB24,51176.6576,36.44,0.0145,0.0155,0,4,0.0445,0.0001,0.0145,,BTC-27FEB24-51000-C,0.0146,51111.46,open,1.71E+12,2.1265,-114.71121,17.86188,0.00024,0.54923,3063.89,4,-6.4516,0.0145,0.0155,51000,27/2/2024 16:00,2,51094.53,call,0.015,745.980138,766.41795,55:13.8
